id,source,title,price_man,location,land_m2,building_m2,madori,coastal,sea_dist_m,sea_view,road_access,url,first_seen,last_seen,note
64856e851d56,resort-bukken,小松島市 〇約281坪の広大な敷地、自然に包まれた上質なゆとりの住まい 商談中 中古住宅 5LDK+S+WIC,100.0,徳島県小松島市田野町字仮家,,,,1,,,,https://resort-bukken.com/detail/4993,,,
