id,source,title,price_man,location,land_m2,building_m2,madori,coastal,sea_dist_m,sea_view,road_access,url,first_seen,last_seen,note
173b4114b830,resort-bukken,"еӨ§з¶ІзҷҪйҮҢеёӮ жө·иҝ‘гҒ®ж°‘жіҠзү©д»¶пјҒ 1,980дёҮеҶҶ еә иҲ пјҲе»әзү©е...ЁйғЁпјү",,,,,4LDK,1,,,,https://resort-bukken.com/detail/4594,,,
554c94d2de06,resort-bukken,й•·з”ҹйғЎзҷҪеӯҗз”ә дёӯйҮҢжө·ж°ҙжөҙе ҙгҒҫгҒ§еҫ’жӯ©зҙ„10еҲҶгҒ®з«Ӣең°гғ»2024еNoҙ12жңҲе®ӨеҶ...гғ•гғ«гғӘгғҺгғҷгғјгӮ·гғ§гғіжёҲ,,,,,2LDK,1,,,,https://resort-bukken.com/detail/4868,,,
