id,source,title,price_man,location,land_m2,building_m2,madori,coastal,url,first_seen,last_seen,note
5b7d7ba7c9a9,resort-bukken,館山市 海まで徒歩12分人気エリア館山市のお手頃別荘地 149万円 売地,149.0,千葉県館山市浜田33-8,247.0,,,1,https://resort-bukken.com/detail/3781,,,
